ACARA SML ID,School Name,State,School Sector,School Type,Geolocation,ICSEA,ICSEA Percentile,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
45693,FCJ College,VIC,Catholic,Secondary,Inner Regional,1027,59,358,198,160,358,1,4,96,0
47878,St Edmund's College,QLD,Catholic,Secondary,Major Cities,1029,60,1041,0,1041,1041,4,4,84,12
47544,Coolum State High School,QLD,Government,Secondary,Major Cities,1032,61,1319,592,727,1319,4,4,96,0
52800,Our Lady of Mercy College,WA,Catholic,Secondary,Inner Regional,1031,61,583,301,282,583,1,4,96,0
45478,Upwey High School,VIC,Government,Secondary,Major Cities,1032,62,822,409,413,821,0,4,94,2
45561,Castlemaine Secondary College,VIC,Government,Secondary,Inner Regional,1033,62,714,336,378,710.2,3,4,93,4
43578,MacKillop College,NSW,Catholic,Secondary,Inner Regional,1039,65,615,615,0,615,5,4,96,0
49689,Gleeson College,SA,Catholic,Secondary,Major Cities,1042,66,771,361,410,770,1,4,96,0
40816,Australian Industry Trade College,QLD,Independent,Secondary,Major Cities,1044,67,507,59,448,507,2,4,96,0
45972,St Joseph's College,VIC,Catholic,Secondary,Major Cities,1044,67,960,0,960,960,0,4,96,0
50460,Surf Coast Secondary College,VIC,Government,Secondary,Inner Regional,1044,67,966,438,528,963.8,1,4,96,0
47765,St Stephen's Catholic College,QLD,Catholic,Secondary,Outer Regional,1045,68,585,295,290,585,4,4,96,0
47887,St Michael's College,QLD,Catholic,Secondary,Major Cities,1046,68,862,419,443,862,2,4,96,0
43538,MacKillop College Port Macquarie,NSW,Catholic,Secondary,Inner Regional,1063,74,1139,574,565,1138.5,4,4,96,0
45682,Sacred Heart College,VIC,Catholic,Secondary,Inner Regional,1065,75,791,408,383,791,0,4,96,0
47889,Marymount College,QLD,Catholic,Secondary,Major Cities,1069,76,1331,690,641,1331,2,4,96,0
49480,Urrbrae Agricultural High School,SA,Government,Secondary,Major Cities,1068,76,986,486,500,966.7,2,4,96,0
49516,Heathfield High School,SA,Government,Secondary,Major Cities,1069,76,815,358,457,796,1,4,96,0
45638,Loreto College,VIC,Catholic,Secondary,Inner Regional,1072,77,981,981,0,981,1,4,96,0
40388,Mt Maria College,QLD,Catholic,Secondary,Major Cities,1075,78,1073,535,538,1073,2,4,96,0
45672,Sacred Heart College,VIC,Catholic,Secondary,Major Cities,1089,82,1502,1502,0,1502,1,4,96,0
49961,Merici College,ACT,Catholic,Secondary,Major Cities,1105,86,671,671,0,671,2,4,96,0
43118,Narromine High School,NSW,Government,Secondary,Outer Regional,785,2,218,93,125,217.8,59,5,95,0
42374,Kempsey High School,NSW,Government,Secondary,Inner Regional,846,4,457,224,233,456.2,36,5,95,0
43116,Canobolas Rural Technology High School,NSW,Government,Secondary,Inner Regional,851,4,646,291,355,645.2,37,5,95,0
42518,Tamworth High School,NSW,Government,Secondary,Inner Regional,867,5,683,369,314,682.2,35,5,95,0
43121,Coomealla High School,NSW,Government,Secondary,Outer Regional,874,6,231,109,122,230.4,35,5,95,0
42703,Murrumburrah High School,NSW,Government,Secondary,Inner Regional,889,7,135,74,61,134.2,19,5,95,0
43111,Nyngan High School,NSW,Government,Secondary,Remote,888,7,170,81,89,169.8,35,5,95,0
43110,Gilgandra High School,NSW,Government,Secondary,Outer Regional,898,9,229,117,112,229,31,5,95,0
42128,Northlakes High School,NSW,Government,Secondary,Major Cities,907,10,826,379,447,825.4,18,5,95,0
42691,Hay War Memorial High School,NSW,Government,Secondary,Outer Regional,905,10,160,87,73,159.6,19,5,95,0
42100,Hunter Sports High School,NSW,Government,Secondary,Major Cities,909,11,818,349,469,808.7,20,5,95,0
43120,Willyama High School,NSW,Government,Secondary,Outer Regional,910,11,514,271,243,513.8,21,5,95,0
42096,Singleton High School,NSW,Government,Secondary,Inner Regional,916,12,1085,536,549,1077.2,19,5,95,0
42099,Hunter River High School,NSW,Government,Secondary,Major Cities,913,12,876,399,477,872.6,20,5,95,0
42698,Junee High School,NSW,Government,Secondary,Inner Regional,917,12,236,115,121,236,14,5,95,0
43109,Coonabarabran High School,NSW,Government,Secondary,Outer Regional,914,12,349,172,177,348.6,24,5,95,0
48147,Northam Senior High School,WA,Government,Secondary,Inner Regional,915,12,666,316,350,664.4,23,5,95,0
43102,Parkes High School,NSW,Government,Secondary,Outer Regional,918,13,570,267,303,570,22,5,95,0
47479,Home Hill State High School,QLD,Government,Secondary,Outer Regional,918,13,261,117,144,261,16,5,95,0
42393,Wingham High School,NSW,Government,Secondary,Inner Regional,924,14,518,253,265,516.2,14,5,95,0
43099,Lithgow High School,NSW,Government,Secondary,Inner Regional,921,14,780,365,415,779.6,17,5,95,0
42111,West Wallsend High School,NSW,Government,Secondary,Major Cities,927,15,645,318,327,645,14,5,95,0
43103,Cowra High School,NSW,Government,Secondary,Inner Regional,926,15,531,254,277,528.6,18,5,95,0
42399,Toormina High School,NSW,Government,Secondary,Inner Regional,933,17,782,406,376,781.8,17,5,95,0
47456,Isis District State High School,QLD,Government,Secondary,Inner Regional,933,17,468,243,225,467.4,9,5,95,0
47535,Dysart State High School,QLD,Government,Secondary,Outer Regional,933,17,172,86,86,172,12,5,95,0
42117,Glendale Technology High School,NSW,Government,Secondary,Major Cities,937,18,799,390,409,798.6,15,5,95,0
45458,Red Cliffs Secondary College,VIC,Government,Secondary,Outer Regional,937,18,518,267,251,517.9,14,5,95,0
47486,Sarina State High School,QLD,Government,Secondary,Outer Regional,936,18,801,357,444,800.1,17,5,96,0
45559,Lowanna College,VIC,Government,Secondary,Inner Regional,942,20,866,449,417,864.2,4,5,94,1
47480,Kepnock State High School,QLD,Government,Secondary,Inner Regional,941,20,1379,652,727,1378.8,12,5,95,0
42091,Maitland High School,NSW,Government,Secondary,Major Cities,945,21,996,459,537,994.4,16,5,95,0
47438,Kingaroy State High School,QLD,Government,Secondary,Inner Regional,945,21,1132,570,562,1132,12,5,95,0
47472,Chinchilla State High School,QLD,Government,Secondary,Outer Regional,944,21,572,291,281,570.4,13,5,95,0
40726,Sale College,VIC,Government,Secondary,Inner Regional,946,22,843,409,434,838.9,6,5,94,1
43100,Mudgee High School,NSW,Government,Secondary,Inner Regional,946,22,815,368,447,814,13,5,95,0
47426,Ingham State High School,QLD,Government,Secondary,Outer Regional,946,22,394,200,194,394,15,5,95,0
49459,Gladstone High School,SA,Government,Secondary,Outer Regional,945,22,132,58,74,131.8,15,5,95,0
42524,Oxley High School,NSW,Government,Secondary,Inner Regional,949,23,1042,546,496,1039.8,19,5,95,0
45540,Swan Hill College,VIC,Government,Secondary,Outer Regional,949,23,740,376,364,738.3,10,5,95,0
48123,Busselton Senior High School,WA,Government,Secondary,Inner Regional,950,23,683,334,349,683,11,5,33,62
49381,Wirreanda Secondary School,SA,Government,Secondary,Major Cities,950,23,1007,469,538,1005.9,10,5,95,0
49490,Whyalla High School,SA,Government,Secondary,Outer Regional,950,23,505,244,261,505,12,5,95,0
42705,Finley High School,NSW,Government,Secondary,Inner Regional,952,24,343,180,163,343,8,5,95,0
47506,Yeppoon State High School,QLD,Government,Secondary,Inner Regional,952,24,1108,536,572,1108,11,5,95,0
49454,Balaklava High School,SA,Government,Secondary,Inner Regional,956,26,332,168,164,331.5,5,5,95,0
42137,Toronto High School,NSW,Government,Secondary,Major Cities,958,27,961,479,482,959.2,15,5,95,0
45483,Wangaratta High School,VIC,Government,Secondary,Inner Regional,959,27,638,330,308,627.5,5,5,94,0
42710,Barham High School,NSW,Government,Secondary,Outer Regional,963,29,149,74,75,149,6,5,95,0
42097,Belmont High School,NSW,Government,Secondary,Major Cities,966,30,807,390,417,804.2,9,5,95,0
47502,Pittsworth State High School,QLD,Government,Secondary,Inner Regional,970,32,499,256,243,499,7,5,95,0
47558,Bribie Island State High School,QLD,Government,Secondary,Inner Regional,973,33,1267,624,643,1267,10,5,95,0
48128,Esperance Senior High School,WA,Government,Secondary,Remote,972,33,918,449,469,915.6,13,5,45,49
42107,Swansea High School,NSW,Government,Secondary,Major Cities,976,35,676,312,364,674.1,12,5,95,0
47483,Monto State High School,QLD,Government,Secondary,Outer Regional,976,35,167,78,89,167,2,5,95,0
48235,Australind Senior High School,WA,Government,Secondary,Inner Regional,977,35,1424,673,751,1424,5,5,59,35
45370,Cohuna Secondary College,VIC,Government,Secondary,Outer Regional,978,36,191,93,98,190.2,5,5,93,2
46578,Victoria Point State High School,QLD,Government,Secondary,Major Cities,978,36,1258,608,650,1258,7,5,95,0
42907,Bega High School,NSW,Government,Secondary,Outer Regional,979,37,648,339,309,648,10,5,95,0
47457,Stanthorpe State High School,QLD,Government,Secondary,Outer Regional,980,37,725,349,376,724.2,6,5,95,0
48139,Manjimup Senior High School,WA,Government,Secondary,Outer Regional,980,37,609,296,313,608.6,7,5,92,3
45470,Sunbury College,VIC,Government,Secondary,Major Cities,982,38,1101,578,523,1100,2,5,95,0
47445,Atherton State High School,QLD,Government,Secondary,Outer Regional,982,38,891,436,455,882.4,14,5,95,0
46576,Tannum Sands State High School,QLD,Government,Secondary,Inner Regional,984,39,953,461,492,944.9,10,5,95,0
40445,Rosny College,TAS,Government,Secondary,Inner Regional,987,40,960,476,484,907.8,7,5,86,9
43321,St Joseph's High School Aberdeen,NSW,Catholic,Secondary,Inner Regional,987,40,631,300,331,631,6,5,95,0
40597,Wonthaggi Secondary College,VIC,Government,Secondary,Inner Regional,992,42,1442,712,730,1437.7,2,5,91,4
45331,Grovedale College,VIC,Government,Secondary,Major Cities,992,43,851,375,476,850,3,5,94,1
47524,Burnside State High School,QLD,Government,Secondary,Major Cities,993,43,845,409,436,845,8,5,95,0
40676,Great Lakes College Senior Campus,NSW,Government,Secondary,Inner Regional,996,45,403,240,163,393.9,9,5,95,0
43317,St Joseph's College,NSW,Catholic,Secondary,Inner Regional,997,45,902,473,429,902,9,5,95,0
49499,Loxton High School,SA,Government,Secondary,Outer Regional,1000,46,539,265,274,528.5,4,5,95,0
40129,Clarence High School,TAS,Government,Secondary,Inner Regional,1006,49,564,253,311,561.9,6,5,95,0
45945,St Mary of the Angels College,VIC,Catholic,Secondary,Inner Regional,1006,49,619,327,292,619,2,5,95,0
40783,St Patrick's Technical College,SA,Catholic,Secondary,Major Cities,1009,50,206,18,188,206,0,5,95,0
42385,Bellingen High School,NSW,Government,Secondary,Outer Regional,1009,50,592,299,293,592,9,5,95,0
45350,Ballarat High School,VIC,Government,Secondary,Inner Regional,1007,50,1417,761,656,1416.5,1,5,94,1
45419,Mansfield Secondary College,VIC,Government,Secondary,Outer Regional,1009,51,436,198,238,433.6,1,5,91,4
40252,Marist Regional College,TAS,Catholic,Secondary,Outer Regional,1011,52,758,405,353,758,12,5,95,0
49600,Banksia Park International High School,SA,Government,Secondary,Major Cities,1012,52,854,406,448,854,2,5,95,0
40081,Riverside High School,TAS,Government,Secondary,Inner Regional,1018,55,769,375,394,768.4,5,5,94,1
49146,Esperance Anglican Community School,WA,Independent,Secondary,Remote,1017,55,192,95,97,192,4,5,95,0
47909,Ignatius Park College,QLD,Catholic,Secondary,Outer Regional,1024,58,1001,0,1001,1001,10,5,92,3
47916,The Cathedral College,QLD,Catholic,Secondary,Inner Regional,1025,58,1281,653,628,1281,7,5,95,0
43628,Xavier High School,NSW,Catholic,Secondary,Inner Regional,1040,65,790,364,426,790,3,5,95,0
47881,St Mary's College,QLD,Catholic,Secondary,Major Cities,1039,65,648,648,0,648,3,5,95,0
48140,Margaret River Senior High School,WA,Government,Secondary,Inner Regional,1039,65,1100,535,565,1100,2,5,74,21
43545,St John Paul College,NSW,Catholic,Secondary,Inner Regional,1045,68,1007,511,496,1007,4,5,95,0
45637,Emmanuel College Inc.,VIC,Catholic,Secondary,Inner Regional,1046,68,1201,645,556,1193.8,1,5,95,0
43323,St Mary's Catholic College,NSW,Catholic,Secondary,Major Cities,1055,72,857,410,447,857,5,5,95,0
49968,St Clare's College,ACT,Catholic,Secondary,Major Cities,1076,79,1048,1048,0,1048,3,5,95,0
47875,San Sisto College,QLD,Catholic,Secondary,Major Cities,1081,80,824,824,0,824,1,5,95,0
47872,Mount Alvernia College,QLD,Catholic,Secondary,Major Cities,1095,84,904,903,1,904,1,5,95,0
45874,Marcellin College,VIC,Catholic,Secondary,Major Cities,1098,85,1420,0,1420,1420,0,5,95,0
43680,St Joseph's College,NSW,Independent,Secondary,Major Cities,1116,89,1092,0,1092,1092,4,5,45,50
47884,St Rita's College,QLD,Catholic,Secondary,Major Cities,1134,93,1038,1038,0,1037.5,1,5,95,0
47877,Stuartholme School,QLD,Catholic,Secondary,Major Cities,1149,95,681,681,0,681,2,5,95,0
42525,Moree Secondary College Carol Ave Campus,NSW,Government,Secondary,Outer Regional,770,2,223,99,124,223,59,6,94,0
42529,Peel High School,NSW,Government,Secondary,Inner Regional,853,4,737,345,392,736.2,38,6,94,0
43115,Dubbo College South Campus,NSW,Government,Secondary,Inner Regional,901,9,759,320,439,759,37,6,94,0
47411,Charters Towers State High School,QLD,Government,Secondary,Outer Regional,901,9,454,209,245,454,27,6,94,0
40727,Geraldton Senior High School,WA,Government,Secondary,Outer Regional,905,10,934,474,460,934,24,6,86,8
42098,Lake Macquarie High School,NSW,Government,Secondary,Major Cities,908,10,396,191,205,396,18,6,94,0
42696,Narrandera High School,NSW,Government,Secondary,Outer Regional,905,10,340,181,159,339.6,27,6,94,0
42114,Francis Greenway High School,NSW,Government,Secondary,Major Cities,911,11,734,351,383,734,17,6,94,0
42131,Rutherford Technology High School,NSW,Government,Secondary,Major Cities,909,11,1173,585,588,1173,16,6,94,0
42407,Nambucca Heads High School,NSW,Government,Secondary,Outer Regional,912,11,438,221,217,438,26,6,94,0
42928,Kanahooka High School,NSW,Government,Secondary,Major Cities,913,12,620,296,324,617.4,18,6,94,0
47413,Ayr State High School,QLD,Government,Secondary,Outer Regional,921,13,486,251,235,486,17,6,94,0
45381,Eaglehawk Secondary College,VIC,Government,Secondary,Inner Regional,929,15,660,339,321,659.2,8,6,88,6
42104,Lake Munmorah High School,NSW,Government,Secondary,Major Cities,931,16,722,345,377,721.4,13,6,94,0
46559,Northern Beaches State High School,QLD,Government,Secondary,Outer Regional,931,16,863,408,455,863,17,6,94,0
42112,Morisset High School,NSW,Government,Secondary,Major Cities,933,17,719,367,352,711.4,16,6,94,0
43122,"Denison College of Secondary Education, Kelso High Campus",NSW,Government,Secondary,Inner Regional,934,17,808,396,412,806.6,16,6,94,0
42937,Vincentia High School,NSW,Government,Secondary,Inner Regional,935,18,1069,509,560,1067.6,17,6,94,0
41807,Richmond High School,NSW,Government,Secondary,Major Cities,939,19,619,294,325,617.2,12,6,94,0
42526,Macintyre High School,NSW,Government,Secondary,Outer Regional,939,19,550,293,257,548.8,15,6,94,0
42709,Tumbarumba High School,NSW,Government,Secondary,Outer Regional,942,20,177,77,100,177,15,6,94,0
49474,Port Lincoln High School,SA,Government,Secondary,Remote,941,20,727,348,379,723,18,6,94,0
48248,Eaton Community College,WA,Government,Secondary,Inner Regional,946,22,553,294,259,553,9,6,16,78
42916,Moruya High School,NSW,Government,Secondary,Inner Regional,952,24,528,258,270,526.8,17,6,94,0
47573,Flagstone State Community College,QLD,Government,Secondary,Major Cities,951,24,882,433,449,873.2,9,6,94,0
45396,Western Port Secondary College,VIC,Government,Secondary,Major Cities,955,25,636,319,317,636,8,6,93,1
42920,Bomaderry High School,NSW,Government,Secondary,Inner Regional,958,26,728,375,353,727,15,6,94,0
48149,Pinjarra Senior High School,WA,Government,Secondary,Major Cities,961,28,746,388,358,746,9,6,67,27
40423,Edward John Eyre High School,SA,Government,Secondary,Outer Regional,963,29,416,181,235,362.4,12,6,94,0
42923,Mulwaree High School,NSW,Government,Secondary,Inner Regional,969,31,916,435,481,915.1,8,6,94,0
47481,Mackay North State High School,QLD,Government,Secondary,Inner Regional,968,31,1370,690,680,1370,13,6,94,0
45511,Stawell Secondary College,VIC,Government,Secondary,Inner Regional,970,32,374,182,192,372.5,4,6,94,0
49482,Waikerie High School,SA,Government,Secondary,Outer Regional,970,32,265,132,133,264.4,5,6,94,0
42384,"The Rivers Secondary College, Richmond River High Campus",NSW,Government,Secondary,Inner Regional,973,33,702,345,357,701.8,12,6,94,0
42936,Albion Park High School,NSW,Government,Secondary,Major Cities,972,33,906,473,433,905.4,8,6,94,0
51495,Burpengary State Secondary College,QLD,Government,Secondary,Major Cities,981,37,1081,558,523,1080.8,6,6,94,0
45494,Yea High School,VIC,Government,Secondary,Inner Regional,986,40,313,149,164,310.7,4,6,76,18
45332,Irymple Secondary College,VIC,Government,Secondary,Outer Regional,990,41,580,272,308,580,5,6,94,0
45339,Mount Clear College,VIC,Government,Secondary,Inner Regional,990,41,1063,529,534,1060.2,3,6,91,3
40076,Kingston High School,TAS,Government,Secondary,Inner Regional,992,42,650,293,357,644.9,10,6,90,4
43101,Orange High School,NSW,Government,Secondary,Inner Regional,992,43,1143,578,565,1143,8,6,94,0
42092,Maitland Grossmann High School,NSW,Government,Secondary,Major Cities,996,44,1046,514,532,1046,8,6,94,0
40629,Western Australian College Of Agriculture - Morawa,WA,Government,Secondary,Remote,999,46,51,10,41,51,8,6,6,88
43652,McCarthy Catholic College,NSW,Catholic,Secondary,Inner Regional,1004,48,808,445,363,808,10,6,94,0
45329,Daylesford Secondary College,VIC,Government,Secondary,Inner Regional,1003,48,485,236,249,484.9,2,6,94,0
47643,Ormeau Woods State High School,QLD,Government,Secondary,Major Cities,1004,48,1536,745,791,1536,3,6,94,0
41161,Heathcote High School,NSW,Government,Secondary,Major Cities,1005,49,712,337,375,711.6,3,6,94,0
47908,Burdekin Catholic High School,QLD,Catholic,Secondary,Outer Regional,1010,51,395,200,195,395,4,6,94,0
47473,Noosa District State High School,QLD,Government,Secondary,Inner Regional,1012,52,1169,544,625,1168.2,5,6,94,0
47560,Elanora State High School,QLD,Government,Secondary,Major Cities,1012,52,949,439,510,949,5,6,94,0
48127,Eastern Hills Senior High School,WA,Government,Secondary,Major Cities,1019,55,926,463,463,926,4,6,11,83
45387,Bendigo South East 7-10 Secondary College,VIC,Government,Secondary,Inner Regional,1020,56,1484,705,779,1480.4,3,6,94,0
52527,SEDA College (Victoria),VIC,Independent,Secondary,Major Cities,1020,56,785,262,523,785,3,6,94,0
42918,Woonona High School,NSW,Government,Secondary,Major Cities,1028,60,850,420,430,849.6,5,6,94,0
43328,St John the Evangelist Catholic High School,NSW,Catholic,Secondary,Inner Regional,1028,60,936,474,462,936,7,6,94,0
43625,Kildare Catholic College,NSW,Catholic,Secondary,Inner Regional,1031,61,978,511,467,978,6,6,94,0
40618,All Saints College,NSW,Catholic,Secondary,Major Cities,1033,62,471,263,208,468.9,5,6,94,0
42115,Warners Bay High School,NSW,Government,Secondary,Major Cities,1037,64,1303,639,664,1301.4,4,6,94,0
43318,All Saints College (St Peter's Campus),NSW,Catholic,Secondary,Major Cities,1038,64,902,453,449,902,7,6,94,0
47569,Tamborine Mountain State High School,QLD,Government,Secondary,Major Cities,1044,67,1040,524,516,1040,3,6,94,0
43626,Mater Dei Catholic College,NSW,Catholic,Secondary,Inner Regional,1050,70,707,365,342,707,4,6,94,0
47860,Aquinas College,QLD,Catholic,Secondary,Major Cities,1056,72,912,472,440,912,1,6,94,0
45713,Padua College,VIC,Catholic,Secondary,Major Cities,1062,74,2457,1236,1221,2457,1,6,94,0
49970,St Francis Xavier College,ACT,Catholic,Secondary,Major Cities,1069,76,1185,572,613,1185,2,6,94,0
45947,Aquinas College,VIC,Catholic,Secondary,Major Cities,1070,77,1679,808,871,1678.4,1,6,94,0
45382,Eltham High School,VIC,Government,Secondary,Major Cities,1089,82,1437,700,737,1436.1,1,6,94,0
48936,Mercedes College,WA,Catholic,Secondary,Major Cities,1120,90,838,838,0,838,1,6,94,0
45675,Star of the Sea College,VIC,Catholic,Secondary,Major Cities,1126,91,1187,1187,0,1187,0,6,94,0
47873,Mt St Michael's College,QLD,Catholic,Secondary,Major Cities,1145,95,889,889,0,889,1,6,90,4
47993,Hillbrook Anglican School,QLD,Independent,Secondary,Major Cities,1165,97,782,400,382,781.8,1,6,70,24
48237,Coodanup College,WA,Government,Secondary,Major Cities,895,8,799,376,423,799,23,7,36,57
47549,Collinsville State High School,QLD,Government,Secondary,Remote,912,11,92,45,47,92,17,7,93,0
43098,Broken Hill High School,NSW,Government,Secondary,Outer Regional,916,12,511,262,249,511,22,7,93,0
42125,Gorokan High School,NSW,Government,Secondary,Major Cities,934,17,1013,497,516,1012,16,7,93,0
42375,"The Rivers Secondary College, Lismore High Campus",NSW,Government,Secondary,Inner Regional,933,17,478,224,254,477.8,19,7,93,0
43126,Oberon High School,NSW,Government,Secondary,Inner Regional,934,17,201,102,99,201,9,7,93,0
47515,Blackwater State High School,QLD,Government,Secondary,Outer Regional,932,17,353,159,194,353,19,7,93,0
41565,Picton High School,NSW,Government,Secondary,Inner Regional,939,19,1037,471,566,1037,9,7,93,0
42402,"Hastings Secondary College, Westport Campus",NSW,Government,Secondary,Inner Regional,940,19,615,310,305,614.4,16,7,93,0
49460,Glossop High School,SA,Government,Secondary,Outer Regional,945,21,607,279,328,606.3,13,7,93,0
42905,Goulburn High School,NSW,Government,Secondary,Inner Regional,947,22,600,292,308,599.4,9,7,93,0
47409,Bundaberg State High School,QLD,Government,Secondary,Inner Regional,952,24,1473,735,738,1471.4,11,7,93,0
45369,Cobram Secondary College,VIC,Government,Secondary,Inner Regional,959,27,361,189,172,356,6,7,93,0
40077,Kings Meadows High School,TAS,Government,Secondary,Inner Regional,961,28,599,308,291,598.2,5,7,93,0
43097,"Denison College of Secondary Education, Bathurst High Campus",NSW,Government,Secondary,Inner Regional,968,31,1084,472,612,1082.1,14,7,93,0
48145,Narrogin Senior High School,WA,Government,Secondary,Outer Regional,968,31,652,358,294,652,12,7,93,0
42102,Tuggerah Lakes Secondary College Tumbi Umbi Campus,NSW,Government,Secondary,Major Cities,971,32,1170,574,596,1170,13,7,93,0
42130,Tuggerah Lakes Secondary College Berkeley Vale Campus,NSW,Government,Secondary,Major Cities,972,33,803,417,386,803,11,7,93,0
45525,Bacchus Marsh College,VIC,Government,Secondary,Major Cities,971,33,942,442,500,940.6,4,7,93,0
50535,Mackay Northern Beaches State High School,QLD,Government,Secondary,Inner Regional,973,33,1012,479,533,1012,12,7,93,0
42121,Tomaree High School,NSW,Government,Secondary,Inner Regional,977,35,1186,548,638,1185.4,8,7,93,0
42136,Cardiff High School,NSW,Government,Secondary,Major Cities,976,35,710,349,361,709.8,12,7,93,0
47601,Queensland Pathways State College,QLD,Government,Secondary,Major Cities,976,35,203,116,87,199.4,16,7,93,0
47460,Malanda State High School,QLD,Government,Secondary,Outer Regional,979,36,487,255,232,487,11,7,93,0
52260,Yanchep Secondary College,WA,Government,Secondary,Major Cities,979,36,718,335,383,718,7,7,90,3
45556,Horsham College,VIC,Government,Secondary,Outer Regional,980,37,958,473,485,957.2,4,7,93,0
42910,Monaro High School,NSW,Government,Secondary,Inner Regional,982,38,461,210,251,461,5,7,93,0
42929,Ulladulla High School,NSW,Government,Secondary,Inner Regional,987,40,1251,634,617,1251,8,7,93,0
42406,Kingscliff High School,NSW,Government,Secondary,Major Cities,992,43,1054,554,500,1052.8,11,7,93,0
45324,Mount Erin Secondary College,VIC,Government,Secondary,Major Cities,994,44,896,420,476,896,2,7,92,1
45391,Geelong High School,VIC,Government,Secondary,Major Cities,998,46,934,424,510,933.6,2,7,92,1
48257,Cape Naturaliste College,WA,Government,Secondary,Inner Regional,1006,49,877,394,483,877,2,7,67,27
48116,Albany Senior High School,WA,Government,Secondary,Outer Regional,1007,50,977,476,501,977,5,7,69,24
46705,Narangba Valley State High School,QLD,Government,Secondary,Major Cities,1010,51,1988,1032,956,1988,4,7,93,0
45542,Mornington Secondary College,VIC,Government,Secondary,Major Cities,1014,53,1589,725,864,1588.5,1,7,93,0
43324,St Paul's Catholic College,NSW,Catholic,Secondary,Major Cities,1022,57,849,453,396,849,6,7,93,0
45445,Oberon High School,VIC,Government,Secondary,Major Cities,1023,57,747,335,412,744.3,3,7,93,0
43580,James Sheahan Catholic High School,NSW,Catholic,Secondary,Inner Regional,1025,58,1054,534,520,1054,4,7,93,0
47852,St Columban's College,QLD,Catholic,Secondary,Major Cities,1024,58,1102,521,581,1102,4,7,93,0
40708,Lavalla Catholic College,VIC,Catholic,Secondary,Inner Regional,1026,59,1191,604,587,1189.9,1,7,93,0
40829,Manea Senior College,WA,Government,Secondary,Inner Regional,1029,60,590,360,230,589.4,1,7,89,5
42133,Kincumber High School,NSW,Government,Secondary,Major Cities,1028,60,1024,529,495,1023.6,5,7,93,0
45427,Monbulk College,VIC,Government,Secondary,Major Cities,1030,61,567,256,311,562.9,2,7,92,1
47900,Shalom College,QLD,Catholic,Secondary,Inner Regional,1030,61,1460,757,703,1460,4,7,93,0
46043,Catholic College Wodonga,VIC,Catholic,Secondary,Inner Regional,1042,66,1210,622,588,1210,2,7,93,0
47555,Maleny State High School,QLD,Government,Secondary,Inner Regional,1044,67,686,336,350,685.4,3,7,93,0
43689,St Stanislaus' College,NSW,Independent,Secondary,Inner Regional,1046,68,538,0,538,538,6,7,93,0
47899,St Ursula's College,QLD,Catholic,Secondary,Inner Regional,1060,74,501,501,0,501,4,7,93,0
52858,Iona College Geelong,VIC,Catholic,Secondary,Major Cities,1063,74,152,54,98,152,1,7,93,0
49089,John Calvin Christian College,WA,Independent,Secondary,Major Cities,1075,78,370,173,197,370,0,7,92,0
43669,Chevalier College,NSW,Independent,Secondary,Inner Regional,1077,79,925,490,435,925,2,7,90,3
48083,Grace Lutheran College,QLD,Independent,Secondary,Major Cities,1077,79,1311,719,592,1311,3,7,93,0
43663,Edmund Rice College,NSW,Independent,Secondary,Major Cities,1082,80,1046,0,1046,1046,2,7,93,0
45864,St Bernard's College,VIC,Catholic,Secondary,Major Cities,1082,80,1532,0,1532,1532,0,7,93,0
40616,Eynesbury Senior College,SA,Independent,Secondary,Major Cities,1109,88,125,83,42,119.3,1,7,93,0
42924,Lake Illawarra High School,NSW,Government,Secondary,Major Cities,903,10,532,252,280,531.8,20,8,92,0
47461,Charleville State High School,QLD,Government,Secondary,Very Remote,915,12,254,127,127,242,32,8,92,0
42695,Leeton High School,NSW,Government,Secondary,Outer Regional,923,14,463,239,224,462.2,12,8,92,0
47458,Bowen State High School,QLD,Government,Secondary,Outer Regional,925,14,699,328,371,699,23,8,91,0
47484,Oakey State High School,QLD,Government,Secondary,Inner Regional,931,16,517,261,256,517,17,8,92,0
47523,Miles State High School,QLD,Government,Secondary,Outer Regional,931,16,177,86,91,177,17,8,92,0
42706,West Wyalong High School,NSW,Government,Secondary,Outer Regional,936,18,273,143,130,273,15,8,92,0
41841,Hawkesbury High School,NSW,Government,Secondary,Major Cities,951,24,421,197,224,421,10,8,92,0
45348,Whittlesea Secondary College,VIC,Government,Secondary,Inner Regional,953,24,693,303,390,690.7,4,8,91,2
47430,Dalby State High School,QLD,Government,Secondary,Inner Regional,951,24,1000,492,508,1000,18,8,93,0
49467,Mount Gambier High School,SA,Government,Secondary,Inner Regional,959,27,734,375,359,725.2,5,8,92,0
42376,Murwillumbah High School,NSW,Government,Secondary,Major Cities,969,31,470,232,238,469.9,11,8,92,0
42387,Banora Point High School,NSW,Government,Secondary,Major Cities,973,33,623,288,335,618.9,11,8,92,0
48227,North Albany Senior High School,WA,Government,Secondary,Outer Regional,972,33,833,373,460,833,10,8,74,18
42408,Wollumbin High School,NSW,Government,Secondary,Major Cities,976,35,387,191,196,385.6,7,8,92,0
47553,Alexandra Hills State High School,QLD,Government,Secondary,Major Cities,979,36,1568,668,900,1567.6,8,8,92,0
