ACARA SML ID,School Name,State,School Sector,School Type,Geolocation,ICSEA,ICSEA Percentile,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
45364,Buckley Park College,VIC,Government,Secondary,Major Cities,1080,80,995,460,535,994.6,1,37,62,0
45704,Academy of Mary Immaculate,VIC,Catholic,Secondary,Major Cities,1083,81,670,670,0,670,0,37,63,0
41179,Sydney Secondary College Leichhardt Campus,NSW,Government,Secondary,Major Cities,1105,86,938,349,589,938,3,37,63,0
48166,Broome Senior High School,WA,Government,Secondary,Remote,931,16,828,399,429,828,36,38,36,26
45372,Cranbourne Secondary College,VIC,Government,Secondary,Major Cities,933,17,1428,720,708,1427.9,2,38,61,0
40500,Casuarina Senior College,NT,Government,Secondary,Outer Regional,968,31,897,431,466,885,26,38,62,0
45340,Rosehill Secondary College,VIC,Government,Secondary,Major Cities,1013,53,1115,513,602,1115,1,38,61,0
41170,Endeavour Sports High School,NSW,Government,Secondary,Major Cities,1017,55,1111,406,705,1109,7,38,62,0
46079,Nazareth College,VIC,Catholic,Secondary,Major Cities,1028,60,650,286,364,650,1,38,62,0
41815,Rouse Hill High School,NSW,Government,Secondary,Major Cities,1047,68,926,462,464,925.4,1,38,62,0
49713,Mary MacKillop College,SA,Catholic,Secondary,Major Cities,1059,73,408,408,0,408,1,38,62,0
49470,Norwood Morialta High School,SA,Government,Secondary,Major Cities,1061,74,1455,626,829,1454.6,1,38,62,0
45405,Kew High School,VIC,Government,Secondary,Major Cities,1096,84,1134,448,686,1132.9,1,38,62,0
43501,Marist Sisters' College Woolwich,NSW,Catholic,Secondary,Major Cities,1105,86,1004,1004,0,1004,1,38,62,0
41339,Turramurra High School,NSW,Government,Secondary,Major Cities,1125,91,1223,518,705,1220,1,38,62,0
47554,Marsden State High School,QLD,Government,Secondary,Major Cities,942,20,2829,1339,1490,2829,9,39,61,0
45328,Lyndhurst Secondary College,VIC,Government,Secondary,Major Cities,945,21,609,297,312,609,3,39,61,0
52458,Bellbird Park State Secondary College,QLD,Government,Secondary,Major Cities,953,25,1163,588,575,1163,11,39,61,0
48158,Thornlie Senior High School,WA,Government,Secondary,Major Cities,972,33,1164,571,593,1164,6,39,7,54
42932,Keira High School,NSW,Government,Secondary,Major Cities,995,44,897,439,458,893.4,4,39,61,0
52813,Footscray Learning Precinct Secondary College (interim name),VIC,Government,Secondary,Major Cities,1024,58,1436,666,770,1435.2,1,39,60,0
45469,Strathmore Secondary College,VIC,Government,Secondary,Major Cities,1078,79,1911,878,1033,1911,1,39,61,0
41323,Hunters Hill High School,NSW,Government,Secondary,Major Cities,1086,81,774,313,461,772.8,1,39,61,0
41594,Airds High School,NSW,Government,Secondary,Major Cities,861,5,471,211,260,470.2,27,40,60,0
41599,Leumeah High School,NSW,Government,Secondary,Major Cities,954,25,734,344,390,733.8,8,40,60,0
41558,Campbelltown Performing Arts High School,NSW,Government,Secondary,Major Cities,961,28,1099,670,429,1098.6,9,40,60,0
40905,St John Paul II Catholic College,NSW,Catholic,Secondary,Major Cities,1036,64,1006,500,506,1006,2,40,60,0
47874,Our Lady's College,QLD,Catholic,Secondary,Major Cities,1048,69,311,311,0,311,1,40,60,0
50140,Darwin Middle School,NT,Government,Secondary,Outer Regional,1064,75,866,460,406,866,5,40,60,0
41832,Model Farms High School,NSW,Government,Secondary,Major Cities,1069,76,1138,535,603,1137.6,1,40,60,0
45632,St Mary's College Melbourne,VIC,Catholic,Secondary,Major Cities,1073,78,474,0,474,474,0,40,60,0
43497,Marist College Eastwood,NSW,Catholic,Secondary,Major Cities,1105,86,869,0,869,869,0,40,60,0
50001,Katherine High School,NT,Government,Secondary,Remote,853,4,539,264,275,537.7,54,41,59,0
50141,Centralian Middle School,NT,Government,Secondary,Remote,841,4,321,155,166,321,55,41,59,0
41611,Thomas Reddall High School,NSW,Government,Secondary,Major Cities,932,16,495,211,284,495,11,41,59,0
48208,Lynwood Senior High School,WA,Government,Secondary,Major Cities,980,37,1417,643,774,1417,5,41,49,10
48911,Aranmore Catholic College,WA,Catholic,Secondary,Major Cities,992,42,709,342,367,709,7,41,59,0
43471,Casimir Catholic College,NSW,Catholic,Secondary,Major Cities,1034,63,712,321,391,712,3,41,59,0
48942,St Norbert College,WA,Catholic,Secondary,Major Cities,1046,68,913,479,434,913,2,41,59,0
41824,Colyton High School,NSW,Government,Secondary,Major Cities,908,10,770,368,402,770,11,42,58,0
41822,The Hills Sports High School,NSW,Government,Secondary,Major Cities,959,27,878,334,544,874.8,7,42,58,0
50000,Dripstone Middle School,NT,Government,Secondary,Outer Regional,975,34,523,252,271,508.6,23,42,58,0
47243,Forest Lake State High School,QLD,Government,Secondary,Major Cities,988,41,1574,740,834,1574,6,42,58,0
47450,Mount Gravatt State High School,QLD,Government,Secondary,Major Cities,1071,77,1249,644,605,1249,1,42,58,0
45518,Ashwood High School,VIC,Government,Secondary,Major Cities,1073,78,568,251,317,568,1,42,57,1
45479,Vermont Secondary College,VIC,Government,Secondary,Major Cities,1097,85,1521,780,741,1520.4,0,42,58,0
41183,Rose Bay Secondary College,NSW,Government,Secondary,Major Cities,1112,88,1344,624,720,1342.8,1,42,58,0
41595,James Meehan High School,NSW,Government,Secondary,Major Cities,871,6,313,146,167,313,17,43,57,0
41820,Doonside High School,NSW,Government,Secondary,Major Cities,912,11,646,304,342,645.4,15,43,57,0
45424,Melton Secondary College,VIC,Government,Secondary,Major Cities,952,24,1213,611,602,1211.6,3,43,57,0
46096,Penola Catholic College,VIC,Catholic,Secondary,Major Cities,982,38,1466,616,850,1466,1,43,57,0
48258,Ashdale Secondary College,WA,Government,Secondary,Major Cities,1034,63,1730,788,942,1730,1,43,51,5
45979,Emmanuel College,VIC,Catholic,Secondary,Major Cities,1059,73,2070,644,1426,2070,0,43,57,0
43208,St Mark's Catholic College,NSW,Catholic,Secondary,Major Cities,1080,80,1020,516,504,1020,1,43,57,0
45545,Brunswick Secondary College,VIC,Government,Secondary,Major Cities,1100,85,988,485,503,985.9,0,43,56,0
45346,Wyndham Central Secondary College,VIC,Government,Secondary,Major Cities,919,13,1255,594,661,1254.6,4,44,55,1
47552,Redbank Plains State High School,QLD,Government,Secondary,Major Cities,925,14,1569,783,786,1569,9,44,56,0
49608,Parafield Gardens High School,SA,Government,Secondary,Major Cities,946,22,1004,473,531,1002.6,6,44,56,0
45500,Hoppers Crossing Secondary College,VIC,Government,Secondary,Major Cities,972,33,1522,770,752,1522,1,44,56,0
49723,Thomas More College,SA,Catholic,Secondary,Major Cities,984,39,916,460,456,916,1,44,56,1
52269,Harrisdale Senior High School,WA,Government,Secondary,Major Cities,1041,66,1258,637,621,1258,2,44,53,4
45375,Mount Alexander 7-12 College,VIC,Government,Secondary,Major Cities,1047,69,507,215,292,506,1,44,45,11
41190,Dulwich High School of Visual Arts and Design,NSW,Government,Secondary,Major Cities,1069,76,894,412,482,893.2,4,44,56,0
40441,Sydney Secondary College Blackwattle Bay Campus,NSW,Government,Secondary,Major Cities,1081,80,804,310,494,803,2,44,56,0
41176,Sydney Secondary College Balmain Campus,NSW,Government,Secondary,Major Cities,1112,88,754,297,457,754,3,44,56,0
48120,Belmont City College,WA,Government,Secondary,Major Cities,962,29,908,436,472,908,10,45,4,52
49483,Woodville High School,SA,Government,Secondary,Major Cities,968,31,1036,492,544,1035.2,9,45,55,0
41829,Kellyville High School,NSW,Government,Secondary,Major Cities,1061,74,976,437,539,975,1,45,55,0
41839,Crestwood High School,NSW,Government,Secondary,Major Cities,1072,77,1020,485,535,1019.7,2,45,55,0
41329,Riverside Girls High School,NSW,Government,Secondary,Major Cities,1102,86,855,855,0,853.4,1,45,55,0
43664,Rosebank College,NSW,Independent,Secondary,Major Cities,1103,86,1392,697,695,1392,1,45,55,0
41338,Killarney Heights High School,NSW,Government,Secondary,Major Cities,1117,89,940,398,542,938.7,0,45,55,0
51454,Cammeraygal High School,NSW,Government,Secondary,Major Cities,1130,92,770,336,434,769.8,0,45,55,0
47431,Indooroopilly State High School,QLD,Government,Secondary,Major Cities,1134,93,2336,1126,1210,2334.1,1,45,55,0
47451,Trinity Bay State High School,QLD,Government,Secondary,Outer Regional,912,11,1788,814,974,1786.8,32,46,54,0
45394,Gladstone Park Secondary College,VIC,Government,Secondary,Major Cities,996,44,1640,831,809,1639.4,0,46,54,0
48951,Servite College,WA,Catholic,Secondary,Major Cities,1036,63,1009,468,541,1009,1,46,54,0
52780,Homestead Senior Secondary College,VIC,Government,Secondary,Major Cities,1044,67,149,68,81,149,1,46,54,0
40337,Darwin High School,NT,Government,Secondary,Outer Regional,1045,68,1242,677,565,1234.9,6,46,54,0
46231,Nunawading Christian College - Secondary,VIC,Independent,Secondary,Major Cities,1094,84,190,90,100,190,0,46,54,0
52827,Inner Sydney High School,NSW,Government,Secondary,Major Cities,1098,85,147,65,82,147,3,46,54,0
41349,Northern Beaches Secondary College Manly Campus,NSW,Government,Secondary,Major Cities,1222,99,795,327,468,794.8,1,46,54,0
41838,Chifley College Bidwill Campus,NSW,Government,Secondary,Major Cities,867,5,651,312,339,651,22,47,53,0
41606,Eagle Vale High School,NSW,Government,Secondary,Major Cities,892,8,504,228,276,504,10,47,53,0
40338,Northern Territory School of Distance Education,NT,Government,Secondary,Outer Regional,915,12,99,69,30,75,48,47,53,0
48245,Ballajura Community College,WA,Government,Secondary,Major Cities,977,35,1216,589,627,1216,6,47,53,0
45543,Essendon Keilor College,VIC,Government,Secondary,Major Cities,992,42,675,272,403,675,1,47,52,0
45533,Thornbury High School,VIC,Government,Secondary,Major Cities,1041,66,1077,497,580,1048.1,3,47,52,0
42090,Gosford High School,NSW,Government,Secondary,Major Cities,1153,96,1058,497,561,1057.1,1,47,53,0
41159,Caringbah High School,NSW,Government,Secondary,Major Cities,1178,98,912,363,549,909.3,0,47,53,0
47540,Mabel Park State High School,QLD,Government,Secondary,Major Cities,901,9,1373,648,725,1372.1,15,48,52,0
41575,Ingleburn High School,NSW,Government,Secondary,Major Cities,946,22,647,329,318,647,10,48,52,0
43216,Emmaus Catholic College,NSW,Catholic,Secondary,Major Cities,996,44,781,402,379,781,2,48,52,0
45527,Taylors Lakes Secondary College,VIC,Government,Secondary,Major Cities,999,46,1443,749,694,1443,1,48,51,0
40900,Caroline Chisholm Catholic College,VIC,Catholic,Secondary,Major Cities,1011,52,1398,617,781,1398,0,48,52,0
41182,South Sydney High School,NSW,Government,Secondary,Major Cities,1012,52,639,261,378,638.5,3,48,52,0
45368,Cheltenham Secondary College,VIC,Government,Secondary,Major Cities,1047,69,928,366,562,926.4,1,48,51,1
43229,St Patrick's Marist College,NSW,Catholic,Secondary,Major Cities,1074,78,1028,516,512,1028,1,48,52,0
49453,Adelaide High School,SA,Government,Secondary,Major Cities,1081,80,1465,690,775,1463.6,3,48,52,0
41827,Chifley College Mount Druitt Campus,NSW,Government,Secondary,Major Cities,867,5,512,229,283,512,19,49,51,0
45406,Koonung Secondary College,VIC,Government,Secondary,Major Cities,1091,83,1047,452,595,1046.3,0,49,51,0
41335,St Ives High School,NSW,Government,Secondary,Major Cities,1122,90,1112,468,644,1108.5,1,49,51,0
47408,Brisbane State High School,QLD,Government,Secondary,Major Cities,1150,96,3350,1572,1778,3350,1,49,51,0
42925,Warrawong High School,NSW,Government,Secondary,Major Cities,895,8,541,263,278,541,12,50,50,0
41834,Plumpton High School,NSW,Government,Secondary,Major Cities,944,21,999,505,494,998.8,11,50,50,0
41608,Robert Townson High School,NSW,Government,Secondary,Major Cities,951,24,760,368,392,759.4,4,50,50,0
52828,Oran Park High School,NSW,Government,Secondary,Major Cities,993,43,279,132,147,279,5,50,50,0
46087,St Peter's College,VIC,Catholic,Secondary,Major Cities,1031,61,1637,815,822,1637,1,50,50,0
45996,Mazenod College,VIC,Catholic,Secondary,Major Cities,1076,79,1442,0,1442,1442,0,50,50,0
50684,Auburn High School,VIC,Government,Secondary,Major Cities,1151,96,562,204,358,562,0,50,50,1
45626,John Fawkner Secondary College,VIC,Government,Secondary,Major Cities,939,19,341,97,244,340.5,1,51,49,0
47546,Runcorn State High School,QLD,Government,Secondary,Major Cities,967,30,878,424,454,878,5,51,49,0
45384,Epping Secondary College,VIC,Government,Secondary,Major Cities,975,34,1240,602,638,1239.4,3,51,49,0
45604,Alkira Secondary College,VIC,Government,Secondary,Major Cities,1000,46,1483,717,766,1482.3,1,51,48,0
43498,Domremy Catholic College,NSW,Catholic,Secondary,Major Cities,1078,79,604,604,0,604,1,51,49,0
41334,Castle Hill High School,NSW,Government,Secondary,Major Cities,1112,88,1965,963,1002,1962.8,1,51,49,0
47918,Mount St Bernard College,QLD,Catholic,Secondary,Outer Regional,800,2,164,102,62,164,76,52,48,0
49540,Underdale High School,SA,Government,Secondary,Major Cities,993,43,548,239,309,542.6,3,52,48,0
41809,Northmead Creative and Performing Arts High School,NSW,Government,Secondary,Major Cities,1024,58,1103,565,538,1099.1,2,52,48,0
43472,"De La Salle College, Revesby Heights",NSW,Catholic,Secondary,Major Cities,1055,71,628,0,628,628,1,52,48,0
41155,Randwick Girls High School,NSW,Government,Secondary,Major Cities,1074,78,934,934,0,932.2,1,52,48,0
45436,Mckinnon Secondary College,VIC,Government,Secondary,Major Cities,1118,90,2281,1068,1213,2281,0,52,48,0
49517,Glenunga International High School,SA,Government,Secondary,Major Cities,1142,94,1842,858,984,1798.9,0,52,48,0
40436,Chifley College Senior Campus,NSW,Government,Secondary,Major Cities,905,10,492,238,254,492,21,53,47,0
50003,Nightcliff Middle School,NT,Government,Secondary,Outer Regional,976,35,365,175,190,358.6,22,53,47,0
45599,Gleneagles Secondary College,VIC,Government,Secondary,Major Cities,978,36,1515,753,762,1488.3,1,53,47,0
40786,Point Cook Senior Secondary College,VIC,Government,Secondary,Major Cities,1018,55,839,394,445,838.8,1,53,46,2
41175,Sylvania High School,NSW,Government,Secondary,Major Cities,1031,61,801,392,409,801,3,53,47,0
43480,Marist Catholic College Penshurst,NSW,Catholic,Secondary,Major Cities,1085,81,1000,486,514,1000,1,53,47,0
48148,Perth Modern School,WA,Government,Secondary,Major Cities,1237,99,1428,615,813,1428,0,53,31,16
40446,Sevenoaks Senior College,WA,Government,Secondary,Major Cities,978,35,445,204,241,445,7,54,28,18
45963,Marian College,VIC,Catholic,Secondary,Major Cities,995,44,828,828,0,828,0,54,46,0
45524,Mill Park Secondary College,VIC,Government,Secondary,Major Cities,998,46,1384,704,680,1382.8,2,54,46,0
47449,Corinda State High School,QLD,Government,Secondary,Major Cities,1020,56,2075,1047,1028,2074.3,2,54,46,0
40447,North Lake Senior Campus,WA,Government,Secondary,Major Cities,1025,58,397,204,193,389.2,2,54,2,43
43500,Holy Cross College,NSW,Catholic,Secondary,Major Cities,1056,72,698,0,698,697.4,2,54,46,0
45870,Salesian College,VIC,Catholic,Secondary,Major Cities,1080,80,1133,0,1133,1133,0,54,46,0
45627,William Ruthven Secondary College,VIC,Government,Secondary,Major Cities,960,27,394,186,208,394,4,55,44,1
45498,Reservoir High School,VIC,Government,Secondary,Major Cities,976,35,690,317,373,689.8,7,55,44,1
48119,Balcatta Senior High School,WA,Government,Secondary,Major Cities,1024,58,686,381,305,686,3,55,45,0
45495,Glen Eira College,VIC,Government,Secondary,Major Cities,1101,85,832,379,453,830,0,55,45,0
45359,Box Hill High School,VIC,Government,Secondary,Major Cities,1126,91,1376,580,796,1373.3,0,55,45,0
45414,Lalor North Secondary College,VIC,Government,Secondary,Major Cities,948,22,359,176,183,359,1,56,42,2
41821,Mitchell High School,NSW,Government,Secondary,Major Cities,975,34,1001,460,541,1000.3,4,56,44,0
46123,Kolbe Catholic College,VIC,Catholic,Secondary,Major Cities,975,34,1010,500,510,1010,0,56,44,0
50278,Cranbourne East Secondary College,VIC,Government,Secondary,Major Cities,982,38,1539,781,758,1539,1,56,43,1
45631,Simonds Catholic College,VIC,Catholic,Secondary,Major Cities,1019,55,416,0,416,416,1,56,44,0
43504,Clancy Catholic College,NSW,Catholic,Secondary,Major Cities,1044,67,1220,633,587,1220,1,56,44,0
45361,Brentwood Secondary College,VIC,Government,Secondary,Major Cities,1080,80,1686,781,905,1686,0,56,44,0
47453,Mansfield State High School,QLD,Government,Secondary,Major Cities,1107,87,3137,1630,1507,3137,1,56,44,0
48216,Willetton Senior High School,WA,Government,Secondary,Major Cities,1119,90,2539,1224,1315,2539,0,56,11,33
41322,Willoughby Girls High School,NSW,Government,Secondary,Major Cities,1134,93,968,968,0,966.4,0,56,44,0
41343,Killara High School,NSW,Government,Secondary,Major Cities,1153,96,1674,636,1038,1672.6,0,56,44,0
41851,Rooty Hill High School,NSW,Government,Secondary,Major Cities,961,28,1117,590,527,1117,5,57,43,0
50354,Roma Mitchell Secondary College,SA,Government,Secondary,Major Cities,976,35,1345,657,688,1345,6,57,43,0
41817,Greystanes High School,NSW,Government,Secondary,Major Cities,1001,47,1039,444,595,1038.4,3,57,43,0
40615,St Monica's College,VIC,Catholic,Secondary,Major Cities,1047,68,1977,974,1003,1977,0,57,43,0
45399,Highvale Secondary College,VIC,Government,Secondary,Major Cities,1086,82,1009,475,534,1009,0,57,43,1
40322,Narrabundah College,ACT,Government,Secondary,Major Cities,1113,88,927,524,403,927,1,57,43,0
47853,St James College,QLD,Catholic,Secondary,Major Cities,985,39,500,163,337,500,4,58,36,6
50156,Yirara College,NT,Independent,Secondary,Remote,570,0,197,86,111,197,100,59,1,41
45528,Sunshine College,VIC,Government,Secondary,Major Cities,939,19,1153,470,683,1153,2,59,39,2
40689,Copperfield College,VIC,Government,Secondary,Major Cities,959,27,2232,1069,1163,2230.5,1,59,41,0
52594,Springside West Secondary College,VIC,Government,Secondary,Major Cities,1026,59,755,373,382,754.3,0,59,40,0
41181,Marrickville High School,NSW,Government,Secondary,Major Cities,1053,71,469,141,328,469,4,59,41,0
41154,Randwick Boys High School,NSW,Government,Secondary,Major Cities,1063,74,635,0,635,634.9,2,59,41,0
41187,Canterbury Girls High School,NSW,Government,Secondary,Major Cities,1064,75,763,763,0,760.6,2,59,41,0
40815,Queensland Academy for Health Sciences,QLD,Government,Secondary,Major Cities,1106,87,420,243,177,420,1,59,41,0
45600,Fountain Gate Secondary College,VIC,Government,Secondary,Major Cities,949,23,1375,686,689,1345.4,1,60,40,0
45501,Keilor Downs Secondary College,VIC,Government,Secondary,Major Cities,1003,48,1387,646,741,1386.9,0,60,39,1
47507,MacGregor State High School,QLD,Government,Secondary,Major Cities,1018,55,1211,666,545,1211,3,60,40,0
45539,South Oakleigh Secondary College,VIC,Government,Secondary,Major Cities,1028,60,588,260,328,585.8,0,60,39,1
49787,Prescott College,SA,Independent,Secondary,Major Cities,1030,61,235,111,124,235,0,60,39,0
41813,Glenwood High School,NSW,Government,Secondary,Major Cities,1064,75,1403,689,714,1403,1,60,40,0
40448,Cyril Jackson Senior Campus,WA,Government,Secondary,Major Cities,979,36,539,282,257,472.4,2,61,37,2
43227,Patrician Brothers' College Blacktown,NSW,Catholic,Secondary,Major Cities,1016,54,1062,0,1062,1062,3,61,39,0
51473,The Ponds High School,NSW,Government,Secondary,Major Cities,1081,80,1769,849,920,1769,1,61,39,0
45434,Mount Waverley Secondary College,VIC,Government,Secondary,Major Cities,1104,86,1841,881,960,1841,0,61,37,2
48151,Rossmoyne Senior High School,WA,Government,Secondary,Major Cities,1125,91,2311,1180,1131,2311,0,61,37,2
40350,St John's Catholic College,NT,Catholic,Secondary,Outer Regional,911,11,191,95,96,191,36,62,38,0
47467,Sunnybank State High School,QLD,Government,Secondary,Major Cities,930,16,676,317,359,676,8,62,38,0
41818,Pendle Hill High School,NSW,Government,Secondary,Major Cities,943,21,395,171,224,395,8,62,38,0
48154,Morley Senior High School,WA,Government,Secondary,Major Cities,1011,52,1058,463,595,1058,1,62,26,12
43661,Mount St Joseph Milperra,NSW,Catholic,Secondary,Major Cities,1050,70,859,859,0,859,2,62,38,0
43213,Catherine McAuley Westmead,NSW,Catholic,Secondary,Major Cities,1076,79,1204,1204,0,1203.4,1,62,38,0
45475,University High School,VIC,Government,Secondary,Major Cities,1129,92,1636,751,885,1633.7,1,62,38,0
45496,Craigieburn Secondary College,VIC,Government,Secondary,Major Cities,938,19,1151,518,633,1151,1,63,37,0
41602,Sarah Redfern High School,NSW,Government,Secondary,Major Cities,942,20,670,326,344,670,10,63,37,0
47448,Yeronga State High School,QLD,Government,Secondary,Major Cities,942,20,786,366,420,786,4,63,37,0
41171,Georges River College Peakhurst Campus,NSW,Government,Secondary,Major Cities,999,46,852,311,541,852,3,63,37,0
45906,Killester College,VIC,Catholic,Secondary,Major Cities,1002,48,943,943,0,942,0,63,38,0
50199,Lakeview Senior College,VIC,Government,Secondary,Major Cities,1013,52,1011,513,498,1011,1,63,37,0
45922,Sacred Heart Girls' College,VIC,Catholic,Secondary,Major Cities,1099,85,986,986,0,986,0,63,37,0
48153,Balga Senior High School,WA,Government,Secondary,Major Cities,875,6,572,259,313,571.4,20,64,35,0
48143,Dianella Secondary College,WA,Government,Secondary,Major Cities,934,17,550,278,272,550,6,64,36,0
49704,Our Lady of the Sacred Heart College,SA,Catholic,Secondary,Major Cities,977,35,422,422,0,420.4,1,64,35,1
50222,Southern Cross Catholic Vocational College,NSW,Catholic,Secondary,Major Cities,1025,58,150,62,88,149.5,3,64,36,0
51470,St Luke's Catholic College (Secondary),NSW,Catholic,Secondary,Major Cities,1063,74,235,104,131,235,3,64,36,0
43226,Parramatta Marist High School,NSW,Catholic,Secondary,Major Cities,1083,81,1051,0,1051,1051,0,64,36,0
41327,Marsden High School,NSW,Government,Secondary,Major Cities,1025,58,877,332,545,874.2,3,65,35,0
43476,St Ursula's College,NSW,Catholic,Secondary,Major Cities,1086,81,1103,1103,0,1103,0,65,35,0
41353,Epping Boys High School,NSW,Government,Secondary,Major Cities,1114,89,1349,0,1349,1348.5,0,65,35,0
43211,St Clare's Catholic High School,NSW,Catholic,Secondary,Major Cities,972,33,557,288,269,557,6,66,34,0
43475,Bethany College,NSW,Catholic,Secondary,Major Cities,1069,77,1048,1048,0,1048,1,66,34,0
41153,Burwood Girls High School,NSW,Government,Secondary,Major Cities,1093,83,1149,1149,0,1145.7,1,66,34,0
47914,St Teresa's College,QLD,Catholic,Secondary,Remote,683,1,143,0,143,143,100,67,33,0
41585,Ashcroft High School,NSW,Government,Secondary,Major Cities,885,7,570,274,296,568,14,67,33,0
41582,Westfields Sports High School,NSW,Government,Secondary,Major Cities,978,36,1636,692,944,1634.1,4,67,33,0
40438,St Marys Senior High School,NSW,Government,Secondary,Major Cities,1046,68,909,569,340,906.7,1,67,33,0
41350,Cherrybrook Technology High School,NSW,Government,Secondary,Major Cities,1137,94,2013,869,1144,2012.2,0,67,33,0
41580,John Edmondson High School,NSW,Government,Secondary,Major Cities,975,34,1165,577,588,1164.8,3,68,32,0
40309,Thebarton Senior College,SA,Government,Secondary,Major Cities,984,39,1084,587,497,926.8,1,68,32,0
43218,St Paul's Catholic College,NSW,Catholic,Secondary,Major Cities,1038,65,789,0,789,789,1,68,32,0
40828,John Monash Science School,VIC,Government,Secondary,Major Cities,1101,86,661,325,336,659.4,0,68,32,0
41823,Evans High School,NSW,Government,Secondary,Major Cities,942,20,653,340,313,652.2,6,69,31,0
45621,Victoria University Secondary College,VIC,Government,Secondary,Major Cities,962,28,995,438,557,995,1,69,30,1
47194,Glenala State High School,QLD,Government,Secondary,Major Cities,906,10,887,423,464,887,12,70,30,0
41165,J J Cahill Memorial High School,NSW,Government,Secondary,Major Cities,976,35,320,141,179,320,6,70,30,0
52779,Elevation Secondary College,VIC,Government,Secondary,Major Cities,980,37,146,70,76,146,4,70,30,0
45488,Werribee Secondary College,VIC,Government,Secondary,Major Cities,1032,62,1582,770,812,1581.6,1,70,30,0
43477,Marist College Kogarah,NSW,Catholic,Secondary,Major Cities,1065,75,1035,0,1035,1035,1,70,30,0
41178,Tempe High School,NSW,Government,Secondary,Major Cities,1074,78,936,391,545,934.1,3,70,30,0
41324,Cheltenham Girls High School,NSW,Government,Secondary,Major Cities,1141,94,1423,1423,0,1420.2,0,70,30,0
45413,Lalor Secondary College,VIC,Government,Secondary,Major Cities,955,25,1112,563,549,1111.7,1,71,29,0
43225,Nagle College,NSW,Catholic,Secondary,Major Cities,1031,61,741,741,0,741,2,71,29,0
41600,Concord High School,NSW,Government,Secondary,Major Cities,1067,76,1262,466,796,1262,2,71,29,0
43214,St Agnes Catholic High School,NSW,Catholic,Secondary,Major Cities,990,41,813,448,365,811.1,3,72,28,0
43221,St Andrews College,NSW,Catholic,Secondary,Major Cities,1054,71,1058,502,556,1058,1,72,28,0
41336,Ryde Secondary College,NSW,Government,Secondary,Major Cities,1101,85,1237,548,689,1236.6,1,72,28,0
45351,Balwyn High School,VIC,Government,Secondary,Major Cities,1131,92,2207,951,1256,2204.6,0,72,27,0
41152,Conservatorium High School,NSW,Government,Secondary,Major Cities,1189,99,153,95,58,151.5,0,72,28,0
45499,Hampton Park Secondary College,VIC,Government,Secondary,Major Cities,914,12,1147,577,570,1143.1,2,73,27,0
41177,Fort Street High School,NSW,Government,Secondary,Major Cities,1183,99,919,319,600,917.6,0,73,27,0
43489,Good Samaritan Catholic College,NSW,Catholic,Secondary,Major Cities,1014,53,1326,694,632,1326,2,74,26,0
52591,Edgars Creek Secondary College,VIC,Government,Secondary,Major Cities,1015,54,441,217,224,441,2,74,25,1
40681,Georges River College Oatley Senior Campus,NSW,Government,Secondary,Major Cities,1029,60,752,384,368,750.3,1,74,26,0
41189,Ashfield Boys High School,NSW,Government,Secondary,Major Cities,1045,68,737,0,737,737,1,74,26,0
47509,Woodridge State High School,QLD,Government,Secondary,Major Cities,889,7,1327,685,642,1326.1,7,75,25,0
45625,Glenroy Secondary College,VIC,Government,Secondary,Major Cities,917,12,426,146,280,426,2,75,25,0
45377,East Doncaster Secondary College,VIC,Government,Secondary,Major Cities,1095,84,1622,733,889,1620.4,0,75,25,0
40764,Queensland Academy for Science Mathematics and Technology,QLD,Government,Secondary,Major Cities,1221,99,1052,518,534,1051.8,0,75,25,0
41561,East Hills Girls Technology High School,NSW,Government,Secondary,Major Cities,1019,56,962,962,0,961.4,1,76,24,0
41592,Casula High School,NSW,Government,Secondary,Major Cities,957,26,1101,513,588,1101,4,77,23,0
41193,James Cook Boys High School,NSW,Government,Secondary,Major Cities,997,45,311,0,311,311,3,77,23,0
41596,Moorebank High School,NSW,Government,Secondary,Major Cities,1020,56,1061,530,531,1060.4,2,77,23,0
43496,"De La Salle College, Ashfield",NSW,Catholic,Secondary,Major Cities,1032,62,406,0,406,406,3,77,23,0
50005,Sanderson Middle School,NT,Government,Secondary,Outer Regional,880,6,395,179,216,395,39,78,22,0
45487,Wellington Secondary College,VIC,Government,Secondary,Major Cities,1000,47,1888,831,1057,1887.3,0,78,22,0
41849,Cumberland High School,NSW,Government,Secondary,Major Cities,1051,70,778,327,451,777.6,2,78,22,0
43683,Our Lady of Mercy College Parramatta,NSW,Independent,Secondary,Major Cities,1119,90,1061,1061,0,1061,0,78,21,1
41567,Bass High School,NSW,Government,Secondary,Major Cities,911,11,620,272,348,619.6,4,79,21,0
41591,James Busby High School,NSW,Government,Secondary,Major Cities,917,12,671,287,384,671,6,79,21,0
45476,Roxburgh College,VIC,Government,Secondary,Major Cities,921,13,1339,627,712,1338.4,2,79,21,0
43495,Bethlehem College,NSW,Catholic,Secondary,Major Cities,1042,66,569,569,0,569,2,79,21,0
43484,Freeman Catholic College,NSW,Catholic,Secondary,Major Cities,1047,68,1366,690,676,1366,1,79,21,0
41328,Chatswood High School,NSW,Government,Secondary,Major Cities,1119,90,1565,588,977,1561.7,0,79,21,0
